Timestep,Traffic_Light_ID,State,Phase_Duration,Traffic_Light_1_2,Traffic_Light_3_4,Zebra_Crossing_Light
1994,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1994,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1995,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1995,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1996,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
1996,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1997,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1997,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1998,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1998,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
1999,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
1999,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2000,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2000,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2001,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2001,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2002,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2002,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2003,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2003,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2004,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2004,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2005,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2005,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2006,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2006,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2007,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2007,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2008,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2008,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2009,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2009,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2010,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2010,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2011,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2011,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2012,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2012,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2013,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2013,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2014,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2014,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2015,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2015,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2016,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2016,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2017,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2017,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2018,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2018,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2019,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2019,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2020,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2020,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2021,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2021,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2022,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2022,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2023,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2023,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2024,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2024,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2025,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2025,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2026,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2026,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2027,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2027,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2028,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2028,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2029,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2029,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2030,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2030,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2031,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2031,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2032,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2032,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2033,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2033,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2034,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2034,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2035,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2035,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2036,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2036,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2037,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2037,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2038,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2038,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2039,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2039,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2040,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2040,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2041,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2041,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2042,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2042,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2043,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2043,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2044,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2044,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2045,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2045,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2046,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2046,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2047,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2047,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2048,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2048,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2049,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2049,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2050,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2050,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2051,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2051,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2052,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2052,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2053,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2053,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2054,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2054,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2055,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2055,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2056,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2056,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2057,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2057,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2058,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2058,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2059,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2059,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2060,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2060,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2061,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2061,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2062,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2062,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2063,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2063,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2064,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2064,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2065,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2065,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2066,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2066,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2067,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2067,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2068,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2068,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2069,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2069,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2070,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2070,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2071,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2071,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2072,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2072,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2073,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2073,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2074,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2074,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2075,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2075,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2076,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2076,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2077,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2077,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2078,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2078,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2079,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2079,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2080,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2080,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2081,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2081,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2082,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2082,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2083,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2083,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2084,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2084,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2085,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2085,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2086,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2086,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2087,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2087,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2088,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2088,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2089,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2089,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2090,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2090,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2091,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2091,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2092,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2092,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2093,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2093,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2094,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2094,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2095,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2095,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2096,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2096,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2097,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2097,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2098,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2098,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2099,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2099,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2100,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2100,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2101,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2101,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2102,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2102,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2103,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2103,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2104,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2104,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2105,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2105,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2106,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2106,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2107,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2107,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2108,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2108,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2109,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2109,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2110,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2110,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2111,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2111,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2112,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2112,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2113,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2113,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2114,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2114,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2115,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2115,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2116,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2116,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2117,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2117,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2118,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2118,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2119,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2119,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2120,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2120,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2121,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2121,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2122,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2122,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2123,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2123,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2124,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2124,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2125,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2125,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2126,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2126,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2127,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2127,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2128,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2128,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2129,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2129,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2130,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2130,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2131,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2131,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2132,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2132,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2133,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2133,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2134,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2134,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2135,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2135,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2136,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2136,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2137,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2137,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2138,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2138,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2139,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2139,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2140,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2140,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2141,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2141,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2142,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2142,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2143,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2143,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2144,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2144,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2145,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2145,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2146,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2146,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2147,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2147,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2148,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2148,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2149,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2149,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2150,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2150,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2151,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2151,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2152,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2152,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2153,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2153,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2154,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2154,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2155,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2155,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2156,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2156,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2157,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2157,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2158,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2158,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2159,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2159,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2160,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2160,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2161,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2161,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2162,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2162,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2163,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2163,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2164,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2164,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2165,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2165,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2166,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2166,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2167,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2167,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2168,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2168,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2169,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2169,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2170,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2170,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2171,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2171,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2172,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2172,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2173,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2173,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2174,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2174,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2175,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2175,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2176,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2176,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2177,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2177,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2178,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2178,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2179,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2179,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2180,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2180,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2181,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2181,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2182,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2182,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2183,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2183,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2184,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2184,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2185,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
2185,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
2186,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2186,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2187,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2187,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2188,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
2188,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2189,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2189,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2190,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2190,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
2191,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2191,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2192,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2192,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2193,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
2193,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
2194,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2194,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2195,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2195,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
2196,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
2196,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
